bound	بستہ
amity	پریت
ammonia	امونیا
ammunition	امونیشن
among	در
among_themselves	آپس میں
among_themselves	باہم
amorous	شوقین
amorous	عاشقانہ
amorous	عشق باز
amorous_enjoyment	بھوگ بلاس
amorous_glance	جھانولی
amorous_glance	نظارہ
amorous_look_or_gesture	کرشمہ
amorous_playfulness	عشوہ
amorous_signs_and_gestures	ادا
amorous_sport	کھیل
amorousness	عاشقی
amount	اجماع
amount	انداز
amount	تعداد
amount	حسب
amount	رقم
amount	شمار
amour	آشتی
amphidonax_karka	نل
amphitheatre	دنگل
ample	کشادہ
ampleness	مرحب
amplification	مبالغہ
amplitude	مرحب
amplitude	وسعت
amputation	انقطاع
amputation	جزم
amulet	تعویذ
amulet	جنتار
amulet	جنتر
amusement	تفریح
amusement	تفنن
amusement	رنگ
amusement	سیر
amusement	شغل
amusement	فرحت
amusement	کھیل
an._agent	کاردار
anaemia	انیمیا
anagram	تحریف
analogy	اپما
analogy	تجنیس
analogy	قرینہ
analogy	نسبت
analysis	تفریق
analysis	تفصیل
analysis	حل
anarchist	انارکسٹ
anarchy	انارکی
anarchy	اندھیر
anarchy.	اندھا دھند
anathema	لعنت
anathema	پرشاپ
anatomy	تشریح
ancestor	بزرگ
ancestor	جد
ancestor	پرسوتر
ancestors	آبا
ancestors	باپ دادا
ancestors	پرشا
ancestors	پشت
ancestral	خاندانی
ancestral	پشتینی
anchorage	بندرگاہ
anchorite	تارک الدنیا
anchorite	گوشہ نشین
ancient	اولین
ancient	جرت
ancient	جگا دری
ancient	دیرینہ
ancient	قدیمی
ancient	پاستان
ancient	پراتن
ancient	پراچین
ancient	پہلا
ancient	کہنہ
ancient_bactriana	خراسان
ancient_hastinapur	دلی
ancient_language_of_persia	پہلوی
ancient_right_or_custom	سابقہ
ancientness	قدامت
ancients	پرشا
and	بھی
and	جون
and_?_ra	ط
and_also_self-taught_singing)	اتائی
and_by_jugglers)	ڈگڈگی
and_coffee.	گوٹا
and_criminal)	قاضی
and_dried_for_fuel)	گوبر
and_flour)	گھن
and_generally)	رفیق
and_ha-e_mojama	خ
and_heart_collectively	کلیجا
and_hollow_within)	بتاسا
and_hollow_within)	بتاشا
and_if_not	ورنہ
and_in_almanacs	ز
and_in_royal_grants.	ح
and_its_fruit	پرمتھا
and_its_fruit	پپیا
and_lastly_the_feet	وضو
and_marcilea_quadrifolia	دیودار
and_me	مجھ
and_most	اشہر
and_new	پروال
and_of_mahalla	محلات
and_of_siva	ببھرو
and_opinion_or_decree	سوتر
and_possessions	قلندر
and_reaped_in_december	آمن
and_rejoinder.	چار کاغذ
and_serving	جزم
and_so_on	تحارج
and_so_on	سوا
and_so_ruined	بالو برد
and_spices	حلوا
and_straight-necked	تختہ گردن
and_strung_together)	چق
and_subset.	ناک
and_that_termed_stinja	طہارت
and_that_termed_wuzu	طہارت
and_the_like)	ماحصل
and_the_office	کوتوالی
and_the_sign_scorpio	ز
and_their_women_singers	ڈوم
and_trapa_bispinosa	پنکار
and_travels_about	قلندر
and_used_for_fuel)	کنڈا
and_v._ichneumon	نیولا
and_very_sweet)	چمپا کیلا
angel	سروش
angel	فرشتہ
angel-tempered	فرشتہ صفت
angel_gabriel	روح اللہ
angel_gabriel	سروش
angel_gabriel	عقل کل
angel_gabriel	قدس
angel_gabriel	قدسی
angel_gabriel.	روح الامین
angel_of_death	جم
angelic	فرشتہ صفت
angelic	پری پیکر
angelic	پری چہرہ
anger	آتش
anger	ابال
anger	بخار
anger	تحور
anger	جھوم جھل
anger	خفگی
anger	رسانی
anger	طیش
anger	عتاب
anger	غرش
anger	پتا
anger	گرمی
angle	رکن
angle	زاویہ
angle	نوک
angle	کونا
angle	گوشہ
angry	بدمزہ
angry	برہم
angry	بگڑا
angry	جلابھنا
angry	غصہ ور
angry	غضبی
angry	فرنٹ
anguish	اضطراب
anguish	الم
anguish	بتھا
anguish	بخار
anguish	درد دل
anguish	سوگ
anguish	ضرر
anguish	پر ویدن
anguish	پرتاب
anguish	پرویدنا
anguish	پیر
anguish	کرب
anguish	کوفت
anguish_of_mind	رنج
anguish_of_repentance	ارمان
animaiton	نمک
animal	جان دار
animal	پرانک
animal_instinct	عقل حیوانی
animal_life	عیش
animal_of_impure_bredd	دوغلا
animal_or_sentinent_being	پرانک
animal_persued	صید
animalcules	حشرات
animate	جلانا
animate_things	انفس
animate_things_or_persons	انفس
animated	نمکین
animating	جان بخش
animation	سناٹا
animation	پلیٹ فارم
animator	جان آفرین
animosity	بخار
animosity	بغض
animosity	خصومت
animosity	دشمنی
animosity	عداوت
animosity	کینہ آوری
animosity	کینہ کشی
anise_seed	سونف
ankle	ٹخنا
ankle-joint	ٹخنا
ankle_-joint	گٹھا
anklet	پیری
anklet_of_small_bells	پیجن
anklet_of_small_bells.	پینجن
anklets)	چھم
annex	ٹانکنا
annex_of_the_earth	محور زمین
annexation	اضافت
annexed	ملحق
annihilation	ابطال
annihilation	ابھاو
annihilation	نابودی
annihiliation	نفی
announcement	اشتہار
announcer	اناونسر
announcing	پرکیرتن
annoy	رجھانا
annoyance	آزردگی
annoyance	بیزاری
annoyance	دکھ
annoyance	ضرر رسانی
annoyance	پیچ و تاب
annoyed	بیزار
annual	سالانہ
annually	سالانہ
annulment	حجر
annunciation	بعثت
anointed	اندود
anointing	تدہین
anomaly	اناملی
another	آخر
another	دوئی
another	دوسری
another_country	بدیس
another_the_cand	تحارج
answer	اتر
answer	جواب
answer_book	پرچہ
answerable	ذمہ دار
answerless	لاجواب
ant-hill	بانبی
ant-hill	بٹھک
antagonism	تخالف
antagonist	خصم
antagonist	ٹکر
antagonist	پرپنتھک
antagonist	پرپنتھی
antartic_or_south_pole.	قطب جنوبی
antelope	آہو
antelope	بارہ سنگھا
antennae	حساسے
anteriour	سابق
antichrist	دجال
anticipation	دور اندیشی
anticipation	پیش قدمی
anticipative	دور اندیش
antidote	زہرمار
antimony	آنجن
antiquated	جگا دری
antiquity	قدامت
antiquity	مدت
antithesis	استدراک
anus	اپان
anvil	اہرن
anxiety	آلائش
anxiety	اضطراب
anxiety	الجھن
anxiety	اہتمام
anxiety	تردد
anxiety	تشویش
anxiety	تفکر
anxiety	خلش
anxiety	سوچ
anxiety	شش و پنج
anxiety	فراق
anxiety	فکرمندی
anxiety	قلق
anxiety	وہم
anxiety	پروا
anxiety	کھٹکا
anxiety	گھبراہٹ
anxious	فکرمند
anxious	فکری
anxious	فکریہ
anxious_consideration	تردد
anxious_thought	شش و پنج
anxious_thought	ہمت
any	سب
any	نہ
any_coat_of_defence	جبہ
any_conbearing_tree	صنوبر
any_cultivated_spot	باگم
any_finely-ground_substance	پسان
any_frail_thing	بلبلا
any_great_thing	مال
any_large_city	سواد اعظم
any_living_thing	جی
any_object_of_enjoyment	بھوگ
any_passage_for_egress	اسارا
any_pulverized_substance	بوکا
any_slight_repast	جل پان
any_small_animal	پشکا
any_small_globular_substance	گلی
any_spiral_univalve_shell	گھونگا
any_thing_hot	سینکنا
any_thing_very_sweet	شہد
anyhow	کہیں
anything)	دست اندازی
anything__suggested	وحی
anything_abdominable	فاحشہ
anything_answering_to_another	جواب
anything_bitter	رسوت
anything_collected	ماحصل
anything_commissioned	فرمائش
anything_complete	دست
anything_complete	رضامندی
anything_deserving_censure	مذمت
anything_disagreeable_or_intolerable	جم
anything_dropped	بکھیر
anything_else	اور کچھ
anything_extra_or_superfluous	کوتل
anything_good	نیک
anything_hanging	لٹکن
anything_hung_or_suspended	علق
anything_immovable	نگ
anything_in_pledge	گہنا
anything_long_and_hollow	نسل
anything_mixed.	مزاج
anything_monstrous_or_frightful	سناٹا
anything_new_or_strange	نیرنگ
anything_odoriferous	نکہت
anything_offered_or_dedicated	نذر
anything_painful_or_distressing	وبال
anything_past_or_done	گت
anything_perishable_or_frail	بالو کی بھیت
anything_picked_out	رولن
anything_resembling_a_tooth	دندانہ
anything_round	گول
anything_said__against	کلام
anything_small_or_minute	دقیقہ
anything_tapering	گاؤدم
anything_to_prevent	اٹک
anything_triangular	سنگھاڑا
anything_worthless	پرگاہ
anywhere	کہیں
apart	الگ
apart	برطرف
apart	درکنار
apart	علیحدہ
apart_from	پرتھک
apartment	کمرہ
apartment	کوٹھڑی
apathetic	اداس
apathetic	جڑ
apathetic	سرد مزاج
apathy	مچ
apathy	پراستا
ape	باندر
ape	بندر
ape	بوزنہ
aperture	پھکا
aperture	کشائش
aperture	کشادگی
aphorism_(in_morals	سوتر
apocalypse	کشف
apodosis	جزا
apoint	نکتہ
apollo	اپالو
apology	عذر
apostasy	ارتداد
apostatized	برگشتہ
apostle	رسول
apostle	فرشتہ
apostle	مرسل
apostle	پیام بر
apostle_mohammad	رسول
apostleship	بعثت
apostleship	رسالت
apostolic_office_or_function	رسالت
apostrophe	التفات
apparant	بارز
apparatus	ادات
apparatus	جنتر
apparatus	راچھ
apparatus	رخت
apparatus	کیل کانٹے
apparatus	ہتھیار
apparatus_of_worshipping	پجاپا
apparel	لباس
apparent	اشہر
apparent	بدیہی
apparent	جلی
apparent	شائع
apparent	ظاہری
apparent	فاش
apparent	ناشی
apparently	ظاہراً
apparently	غالباً
apparition	خیال
appeal	اپیل
appeal	تصدیق
appeal	درخواست
appearance	آکار
appearance	بانا
appearance	بشرہ
appearance	بناوٹ
appearance	تقریب
appearance	حاضری
appearance	دھج
appearance	رنگ روپ
appearance	رنگ ڈھنگ
appearance	روپ
appearance	رویت
appearance	سج
appearance	شکل
appearance	طلعت
appearance	ظہور
appearance	لباس
appearance	نمائش
appearance	نمود
appearance	وجہ
appearance	پرتبھا
appearance	پرچار
appearance	کایا
appearance	گت
appearance	ہیولا
appearence	درشن
appearing	اصدار
appearing	رونما
appearing	طلوع
appearing	ظہور
appearing	عارض
appearing	ناشی
appearing	نما
appearing	پرچار
appearing_conspicuous	تعلی
appeased	شانت
appeased	ٹھنڈا
appellate_court	محکمۂ اپیل
appended	ملحق
appendicitis	اندھی آنت
appendicitis	اپنڈے سائٹس
appendix	خاتمہ
appertaining_to_children	بچگانہ
appertaining_to_the_spiritual	آتمک
appetite	اتماں
appetite	اشتہا
appetite	بھوکھ
appetite	جوع
appetite	شہوت
appetite	چاہ
applause	آفرین
applause	تحسین
applause	مدح
apple	سیب
appliance	جنتر
appliance	جگت
appliances	سامان
applicable	سزاوار
applicable	کار آمد
applicant	درخواست کنندہ
application	برتاؤ
application	برتاو
application	بھوگ
application	تردد
application	تصرف
application	جگت
application	درخواست
application	دھن
application	پرندھان
application_for_justice	داد فریاد
application_for_redress	داد خواہی
application_of_honour	لقب
application_of_such_coating	لاری
apply	اپلائی
apply	برتنا
applying_for_justice	دامن گیری
appointed	متعین
appointment	اپائنٹ منٹ
appointment	تقرر
appointment	خدمت
appointment	عہدہ
appointments	مراسم
apportion	بانٹنا
apportioning	بانٹ
apportioning	تقدیر
apportionment	برتاو
apportionment_in_kind	بٹائی
apposite	ٹھیک
apposition	عطف
appraise	جانچنا
appraisement	تخمینہ
appraisement	تشخیص
appraisement	جانچ
appraisement	ٹانک
appreciator	گاہک
apprehend	جاننا
apprehension	آسیب
apprehension	باک
apprehension	تشویش
apprehension	تصور
apprehension	خطرہ
apprehension	خلش
apprehension	درشن
apprehension	سخن شناس
apprehension	سنک
apprehension	سوچ
apprehension	وہم
apprehension	ڈبکا
apprehension	ڈر
apprehension	کھٹکا
apprehension	گرفتاری
apprehension	گیان
apprehension_care	خیال
apprenticeship	شاگردی
approach	آمد
approach	آوا
approach	آگم
approach	تقریب
approaching	تقریب
approbation	استصواب
approbation	تجویز
approbation	تحسین
approbation	تقرر
approbation	روا داری
approbation	قبول
appropriate	ٹھیک
appropriated	مختص
appropriateness	سنگم
appropriation	تشخص
appropriation	تقرر
approvable	جید
approvable	حمید
approvable	حمیدہ
approvable_manners	حسن اخلاق
approval	خلعت
approval	رضا
approved	حمید
approved	حمیدہ
approved	دل پذیر
approved	دل کش
approved	روا
approved	سنجیدہ
approved	مجوزہ
approved	مرتضی
approved	پسند
approved	پسندیدہ
approver	گاہک
approving	استحسان
approving	استصواب
approving	تجویز
approving	تحسین
approving	روا دار
approving	مجوز
approving	پسند
approximate	خام آمدنی
approximate_\_close_upon	لگ بھگ
approximately	تقریباً
approximately	لگ بھگ
approximation	تقریب
appurtenances	لوازمہ
apricot	خوبانی
april	اپریل
apt	اہل
apt	تیز
arabia_pen	حجاز
arable	جتاؤ
arable	جید
arbitration	بیچ بچائے
arbitration	تحکیم
arbitration	ثالثی
arbitrator	امین
arbitrator	ثالث
arbitress	ثالثاً
arcade	آرکیڈ
arch	ظریف
arch	کمان
arch	گنبد
arch-rogue	باوا
archaeological	آرکیالوجیکل
arched	محراب دار
