Token ID	Source Token	Source Lemma	Source POS	Translated Token	Translated Lemma	Synset ID	Link in Dictionary?	same_meaning	translation_equivalents
wf	to	to	 	 	 	 			
wf	the	the	 	 	 	 			
d000.s020.t001	impact	impact	N	اثرات	اثر	bn:00046065n	TRUE		
wf	of	of	 	 	 	 			
d000.s020.t002	climate change	climate_change	N	موسمیاتی	موسمیاتی	bn:00019782n	FALSE		
wf	indicated	indicate	 	 	 	 			
wf	they	they	 	 	 	 			
wf	would	would	 	 	 	 			
wf	continue	continue	 	 	 	 			
wf	to	to	 	 	 	 			
wf	push	push	 	 	 	 			
wf	for	for	 	 	 	 			
wf	a	a	 	 	 	 			
wf	legally	legally	 	 	 	 			
wf	binding	bind	 	 	 	 			
wf	in	in	 	 	 	 			
d000.s020.t004	Copenhagen	copenhagen	N	میں	میں	bn:00022479n	FALSE		
wf	","	","	 	 	 	 			
wf	although	although	 	 	 	 			
wf	most	most	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	major	major	 	 	 	 			
d000.s020.t005	participants	participant	N	اہم	اہم	bn:00060798n	FALSE		
wf	say	say	 	 	 	 			
wf	the	the	 	 	 	 			
wf	will	will	 	 	 	 			
wf	produce	produce	 	 	 	 			
wf	a	a	 	 	 	 			
wf	political	political	 	 	 	 			
d000.s020.t007	deal	deal	N	سیاسی	سیاسی	bn:00008568n	FALSE		
wf	at	at	 	 	 	 			
wf	best	best	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	Alliance	alliance	 	 	 	 			
wf	of	of	 	 	 	 			
wf	Small	small	 	 	 	 			
wf	Island	island	 	 	 	 			
wf	States	state	 	 	 	 			
wf	","	","	 	 	 	 			
wf	which	which	 	 	 	 			
wf	has	have	 	 	 	 			
wf	43	43	 	 	 	 			
d000.s021.t000	members	member	N	ارکان	رکن	bn:00054277n	TRUE		
wf	","	","	 	 	 	 			
wf	produced	produce	 	 	 	 			
wf	a	a	 	 	 	 			
wf	24-page	24-page	 	 	 	 			
d000.s021.t002	treaty	treaty	N	معاہدے	معاہدہ	bn:00000728n	TRUE		
d000.s021.t003	proposal	proposal	N	تجویز	تجویز	bn:00064776n	TRUE		
wf	early	early	 	 	 	 			
d000.s021.t004	Friday	friday	N	جمعہ	جمعہ	bn:00036512n	TRUE		
d000.s021.t005	morning	morning	N	صبح	صبح	bn:00035851n	TRUE		
wf	.	.	 	 	 	 			
wf	Artur	artur	 	 	 	 			
wf	Runge-Metzger	runge-metzger	 	 	 	 			
wf	","	","	 	 	 	 			
wf	who	who	 	 	 	 			
wf	heads	head	 	 	 	 			
wf	international	international	 	 	 	 			
d000.s022.t000	climate	climate	N	موسمیاتی	موسمیاتی	bn:00019780n	FALSE		
d000.s022.t001	negotiations	negotiation	N	مذاکرات	مذاکرہ	bn:00026838n	TRUE		
wf	on	on	 	 	 	 			
d000.s022.t002	behalf	behalf	N	جانب	جانب	bn:00009652n	TRUE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	European	european	 	 	 	 			
wf	Commission	commission	 	 	 	 			
wf	","	","	 	 	 	 			
wf	said	say	 	 	 	 			
wf	the	the	 	 	 	 			
wf	by	by	 	 	 	 			
wf	small	small	 	 	 	 			
wf	island	island	 	 	 	 			
wf	nations	nation	 	 	 	 			
wf	has	have	 	 	 	 			
wf	``	``	 	 	 	 			
wf	put	put	 	 	 	 			
wf	political	political	 	 	 	 			
d000.s022.t004	pressure	pressure	N	دباؤ	دباؤ	bn:00064262n	TRUE		
wf	on	on	 	 	 	 			
wf	the	the	 	 	 	 			
wf	entire	entire	 	 	 	 			
wf	political	political	 	 	 	 			
d000.s022.t005	process	process	N	عمل	عمل	bn:00064536n	TRUE		
wf	","	","	 	 	 	 			
wf	''	''	 	 	 	 			
wf	in	in	 	 	 	 			
wf	part	part	 	 	 	 			
wf	because	because	 	 	 	 			
wf	they	they	 	 	 	 			
wf	are	be	 	 	 	 			
wf	now	now	 	 	 	 			
wf	unified	unify	 	 	 	 			
wf	and	and	 	 	 	 			
wf	demanding	demand	 	 	 	 			
d000.s022.t006	action	action	N	کارروائی	کارروائی	bn:00001135n	TRUE		
wf	from	from	 	 	 	 			
wf	emerging	emerge	 	 	 	 			
wf	economies	economy	 	 	 	 			
wf	such	such	 	 	 	 			
wf	as	as	 	 	 	 			
d000.s022.t007	China	china	N	چین	چین	bn:00016756n	FALSE		
wf	and	and	 	 	 	 			
d000.s022.t008	India	india	N	بھارت	بھارت	bn:00010203n	TRUE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d000.s023.t000	talks	talk	N	کی	کرنا	bn:00075965n	TRUE		
wf	took	take	 	 	 	 			
wf	on	on	 	 	 	 			
wf	new	new	 	 	 	 			
d000.s023.t001	urgency	urgency	N	صورتحال	صورتحال	bn:00079330n	FALSE		
wf	as	as	 	 	 	 			
d000.s023.t002	delegates	delegate	N	نمائندوں	نمائندہ	bn:00026025n	TRUE		
wf	focused	focus	 	 	 	 			
wf	on	on	 	 	 	 			
wf	the	the	 	 	 	 			
d000.s023.t003	fact	fact	N	حقیقت	حقیقت	bn:00032654n	TRUE		
wf	that	that	 	 	 	 			
wf	they	they	 	 	 	 			
wf	must	must	 	 	 	 			
wf	resolve	resolve	 	 	 	 			
wf	most	most	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	outstanding	outstanding	 	 	 	 			
d000.s023.t004	issues	issue	N	امور	امور	bn:00047688n	FALSE		
wf	before	before	 	 	 	 			
wf	the	the	 	 	 	 			
wf	heads	head	 	 	 	 			
wf	of	of	 	 	 	 			
wf	government	government	 	 	 	 			
wf	arrive	arrive	 	 	 	 			
wf	to	to	 	 	 	 			
wf	strike	strike	 	 	 	 			
wf	a	a	 	 	 	 			
d000.s023.t005	deal	deal	N	کیا	کرنا	bn:00008568n	TRUE		
wf	.	.	 	 	 	 			
wf	High-level	high-level	 	 	 	 			
d000.s024.t000	officials	official	N	عہدیدار	عہدیدار	bn:00036837n	FALSE		
wf	such	such	 	 	 	 			
wf	as	as	 	 	 	 			
wf	Indian	indian	 	 	 	 			
wf	environment	environment	 	 	 	 			
wf	minister	minister	 	 	 	 			
wf	Jairam	jairam	 	 	 	 			
wf	Ramesh	ramesh	 	 	 	 			
wf	and	and	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Chinese	chinese	 	 	 	 			
wf	vice	vice	 	 	 	 			
d000.s024.t001	minister	minister	N	وزیر	وزیر	bn:00041200n	TRUE		
wf	stepped	step	 	 	 	 			
wf	off	off	 	 	 	 			
d000.s024.t002	planes	plane	N	سطح	سطح	bn:00001697n	TRUE		
wf	and	and	 	 	 	 			
wf	raced	race	 	 	 	 			
wf	through	through	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Bella	bellum	 	 	 	 			
wf	Center	center	 	 	 	 			
wf	's	's	 	 	 	 			
d000.s024.t003	halls	hall	N	ہالوں	ہال	bn:00042663n	TRUE		
wf	to	to	 	 	 	 			
wf	closed-door	closed-door	 	 	 	 			
d000.s024.t004	meetings	meeting	N	اجلاسوں	اجلاس	bn:00041948n	FALSE		
wf	and	and	 	 	 	 			
d000.s024.t005	news conferences	news_conference	N	کانفرنسوں	کانفرنس	bn:00057552n	TRUE		
wf	so	so	 	 	 	 			
wf	they	they	 	 	 	 			
wf	could	could	 	 	 	 			
wf	stake	stake	 	 	 	 			
wf	out	out	 	 	 	 			
wf	that	that	 	 	 	 			
wf	will	will	 	 	 	 			
wf	be	be	 	 	 	 			
wf	arbitrated	arbitrate	 	 	 	 			
wf	over	over	 	 	 	 			
wf	the	the	 	 	 	 			
wf	next	next	 	 	 	 			
d000.s024.t007	week	week	N	آئندہ	آئندہ	bn:00014711n	FALSE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	sheer	sheer	 	 	 	 			
wf	sprawl	sprawl	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
d000.s025.t000	gathering	gathering	N	اجتماع	اجتماع	bn:00006479n	FALSE		
wf	--	--	 	 	 	 			
wf	where	where	 	 	 	 			
wf	"13,000"	"13,000"	 	 	 	 			
d000.s025.t001	people	people	N	افراد	فرد	bn:00061450n	FALSE		
wf	move	move	 	 	 	 			
wf	in	in	 	 	 	 			
wf	and	and	 	 	 	 			
wf	out	out	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	convention	convention	 	 	 	 			
wf	center	center	 	 	 	 			
wf	each	each	 	 	 	 			
d000.s025.t002	day	day	N	روز	روز	bn:00000086n	TRUE		
wf	","	","	 	 	 	 			
wf	guitar-playing	guitar-playing	 	 	 	 			
d000.s025.t003	activists	activist	N	کارکنوں	کارکن	bn:00001171n	FALSE		
wf	put	put	 	 	 	 			
wf	on	on	 	 	 	 			
wf	nightly	nightly	 	 	 	 			
wf	mocking	mock	 	 	 	 			
wf	the	the	 	 	 	 			
d000.s025.t005	countries	country	N	ممالک	مُلک	bn:00023236n	TRUE		
wf	they	they	 	 	 	 			
wf	think	think	 	 	 	 			
wf	are	be	 	 	 	 			
wf	selling	sell	 	 	 	 			
wf	out	out	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
d000.s025.t006	draft	draft	N	مسودہ	مسودہ	bn:00028548n	TRUE		
d000.s025.t007	proposals	proposal	N	تجاویز	تجویز	bn:00064776n	TRUE		
wf	are	be	 	 	 	 			
wf	passed	pass	 	 	 	 			
wf	hand-to-hand	hand-to-hand	 	 	 	 			
wf	on	on	 	 	 	 			
d000.s025.t008	paper	paper	N	کاغذ	کاغذ	bn:00060464n	TRUE		
wf	rather	rather	 	 	 	 			
wf	than	than	 	 	 	 			
wf	via	via	 	 	 	 			
d000.s025.t009	e-mail	e-mail	N	میل	میل	bn:00029345n	TRUE		
wf	--	--	 	 	 	 			
wf	poses	pose	 	 	 	 			
wf	a	a	 	 	 	 			
d000.s025.t010	challenge	challenge	N	کی	کرنا	bn:00017557n	TRUE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d000.s026.t000	intensity	intensity	N	شدت	شدت	bn:00047043n	TRUE		
wf	is	be	 	 	 	 			
wf	only	only	 	 	 	 			
wf	building	build	 	 	 	 			
wf	:	:	 	 	 	 			
wf	nearly	nearly	 	 	 	 			
wf	all	all	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	key	key	 	 	 	 			
d000.s026.t001	ministers	minister	N	وزراء	وزیر	bn:00041200n	TRUE		
wf	are	be	 	 	 	 			
wf	now	now	 	 	 	 			
wf	here	here	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	as	as	 	 	 	 			
wf	early	early	 	 	 	 			
wf	as	as	 	 	 	 			
d000.s026.t002	Wednesday	wednesday	N	روز	روز	bn:00054897n	FALSE		
wf	60	60	 	 	 	 			
wf	heads	head	 	 	 	 			
wf	of	of	 	 	 	 			
wf	government	government	 	 	 	 			
wf	will	will	 	 	 	 			
wf	be	be	 	 	 	 			
wf	in	in	 	 	 	 			
d000.s026.t003	Copenhagen	copenhagen	N	کوپن	کوپن	bn:00022479n	FALSE		
wf	.	.	 	 	 	 			
wf	We	we	 	 	 	 			
wf	're	be	 	 	 	 			
wf	getting	get	 	 	 	 			
wf	into	into	 	 	 	 			
wf	the	the	 	 	 	 			
d000.s027.t000	big leagues	big_league	N	بڑی	بڑی	bn:00010317n	FALSE		
wf	","	","	 	 	 	 			
wf	said	say	 	 	 	 			
wf	Carlos	carlo	 	 	 	 			
wf	Manuel	manuel	 	 	 	 			
wf	Rodriguez	rodriguez	 	 	 	 			
wf	","	","	 	 	 	 			
wf	for	for	 	 	 	 			
wf	global	global	 	 	 	 			
wf	at	at	 	 	 	 			
wf	Conservation	conservation	 	 	 	 			
wf	International	international	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d000.s028.t000	heavyweights	heavyweight	N	بھاری	بھاری	bn:00009664n	TRUE		
wf	are	be	 	 	 	 			
wf	coming	come	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Baskonia	baskonium	 	 	 	 			
wf	gives	give	 	 	 	 			
wf	away	away	 	 	 	 			
wf	a	a	 	 	 	 			
d001.s000.t000	victory	victory	N	فتح	فتح	bn:00078365n	TRUE		
wf	in	in	 	 	 	 			
d001.s000.t001	Israel	israel	N	اسرائیل	اسرائیل	bn:00047679n	FALSE		
wf	Caja	caja	 	 	 	 			
wf	Laboral	laboral	 	 	 	 			
wf	achieved	achieve	 	 	 	 			
wf	a	a	 	 	 	 			
wf	stunning	stunning	 	 	 	 			
wf	82-91	82-91	 	 	 	 			
d001.s001.t000	victory	victory	N	فتح	فتح	bn:00078365n	TRUE		
wf	on	on	 	 	 	 			
wf	their	they	 	 	 	 			
d001.s001.t001	visit	visit	N	دورہ	دورہ	bn:00080111n	TRUE		
wf	to	to	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Maccabee	maccabee	 	 	 	 			
wf	Electra	electra	 	 	 	 			
wf	court	court	 	 	 	 			
wf	despite	despite	 	 	 	 			
wf	Dusko	dusko	 	 	 	 			
wf	Ivanovic	ivanovic	 	 	 	 			
wf	's	's	 	 	 	 			
d001.s001.t002	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	's	's	 	 	 	 			
wf	heavy	heavy	 	 	 	 			
d001.s001.t003	losses	loss	N	نقصانات	نقصان	bn:00052052n	TRUE		
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	after	after	 	 	 	 			
wf	the	the	 	 	 	 			
wf	great	great	 	 	 	 			
d001.s001.t004	performance	performance	N	کارکردگی	کارکردگی	bn:00016286n	TRUE		
wf	by	by	 	 	 	 			
wf	Mizra	mizra	 	 	 	 			
wf	Teltovic	teltovic	 	 	 	 			
wf	","	","	 	 	 	 			
wf	who	who	 	 	 	 			
wf	was	be	 	 	 	 			
wf	the	the	 	 	 	 			
wf	best	best	 	 	 	 			
wf	on	on	 	 	 	 			
wf	his	he	 	 	 	 			
d001.s001.t005	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	with	with	 	 	 	 			
wf	eight	eight	 	 	 	 			
wf	three-pointers	three-pointer	 	 	 	 			
wf	scored	score	 	 	 	 			
wf	(	(	 	 	 	 			
wf	29	29	 	 	 	 			
d001.s001.t006	points	point	N	پوائنٹس	پوائنٹس	bn:00063218n	FALSE		
wf	)	)	 	 	 	 			
wf	","	","	 	 	 	 			
wf	they	they	 	 	 	 			
wf	now	now	 	 	 	 			
wf	at	at	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s001.t007	top	top	N	سب	سب	bn:00000942n	FALSE		
wf	of	of	 	 	 	 			
wf	their	they	 	 	 	 			
d001.s001.t008	group	group	N	کیا	کرنا	bn:00041942n	TRUE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	Vitorian	vitorian	 	 	 	 			
d001.s002.t000	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	knew	know	 	 	 	 			
wf	to	to	 	 	 	 			
wf	make	make	 	 	 	 			
wf	up	up	 	 	 	 			
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
wf	significant	significant	 	 	 	 			
d001.s002.t001	absences	absence	N	موجودگی	موجودگی	bn:00000427n	TRUE		
wf	of	of	 	 	 	 			
wf	Herrmann	herrmann	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Oleson	oleson	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Huertas	huerta	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Micov	micov	 	 	 	 			
wf	with	with	 	 	 	 			
wf	a	a	 	 	 	 			
wf	big	big	 	 	 	 			
wf	dose	dose	 	 	 	 			
wf	of	of	 	 	 	 			
d001.s002.t002	involvement	involvement	N	مصروفیت	مصروفیت	bn:00030844n	FALSE		
wf	and	and	 	 	 	 			
d001.s002.t003	teamwork	teamwork	N	ورک	ورک	bn:00076309n	TRUE		
wf	","	","	 	 	 	 			
wf	even	even	 	 	 	 			
wf	though	though	 	 	 	 			
wf	it	it	 	 	 	 			
wf	had	have	 	 	 	 			
wf	to	to	 	 	 	 			
wf	hold	hold	 	 	 	 			
wf	out	out	 	 	 	 			
wf	until	until	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s002.t004	end	end	N	آخر	آخر	bn:00030720n	TRUE		
wf	to	to	 	 	 	 			
wf	take	take	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s002.t005	victory	victory	N	فتح	فتح	bn:00078365n	TRUE		
wf	.	.	 	 	 	 			
wf	Additionally	additionally	 	 	 	 			
wf	","	","	 	 	 	 			
wf	their	they	 	 	 	 			
wf	huge	huge	 	 	 	 			
d001.s003.t000	success	success	N	کامیابی	کامیابی	bn:00075025n	TRUE		
wf	from	from	 	 	 	 			
wf	the	the	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	16	16	 	 	 	 			
wf	three	three	 	 	 	 			
wf	pointers	pointer	 	 	 	 			
wf	scored	score	 	 	 	 			
wf	","	","	 	 	 	 			
wf	had	have	 	 	 	 			
wf	a	a	 	 	 	 			
d001.s003.t002	lot	lot	N	کچھ	کچھ	bn:00008985n	FALSE		
wf	to	to	 	 	 	 			
wf	do	do	 	 	 	 			
wf	with	with	 	 	 	 			
wf	the	the	 	 	 	 			
wf	final	final	 	 	 	 			
d001.s003.t003	triumph	triumph	N	فتح	فتح	bn:00078365n	FALSE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d001.s004.t000	game	game	N	کھیل	کھیل	bn:00037181n	TRUE		
wf	started	start	 	 	 	 			
wf	out	out	 	 	 	 			
wf	in	in	 	 	 	 			
d001.s004.t001	favor	favor	N	حق	حق	bn:00033833n	FALSE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Azulgranas	azulgrana	 	 	 	 			
wf	","	","	 	 	 	 			
wf	who	who	 	 	 	 			
wf	put	put	 	 	 	 			
wf	themselves	themselves	 	 	 	 			
wf	ahead	ahead	 	 	 	 			
wf	on	on	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s004.t002	scoreboard	scoreboard	N	بورڈ	بورڈ	bn:00069757n	FALSE		
wf	from	from	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s004.t003	start	start	N	شروع	شروع	bn:00073989n	TRUE		
wf	.	.	 	 	 	 			
wf	As	as	 	 	 	 			
wf	Vitora	vitora	 	 	 	 			
wf	's	's	 	 	 	 			
wf	first	first	 	 	 	 			
wf	four	four	 	 	 	 			
d001.s005.t000	baskets	basket	N	ٹوکریوں	ٹوکری	bn:00008875n	TRUE		
wf	were	be	 	 	 	 			
wf	from	from	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s005.t001	perimeter	perimeter	N	perimeter	perimeter	bn:00012213n	FALSE		
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s005.t002	speculation	speculation	N	قیاس	قیاس	bn:00021870n	FALSE		
wf	was	be	 	 	 	 			
wf	already	already	 	 	 	 			
wf	that	that	 	 	 	 			
wf	they	they	 	 	 	 			
wf	had	have	 	 	 	 			
wf	jumped	jump	 	 	 	 			
wf	into	into	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Israeli	israeli	 	 	 	 			
d001.s005.t003	net	net	N	نیٹ	نیٹ	bn:00057368n	TRUE		
wf	with	with	 	 	 	 			
wf	hot	hot	 	 	 	 			
d001.s005.t004	wrists	wrist	N	کلائیوں	کلائی	bn:00006143n	TRUE		
wf	.	.	 	 	 	 			
wf	English	english	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Teletovic	teletovic	 	 	 	 			
wf	were	be	 	 	 	 			
wf	the	the	 	 	 	 			
wf	main	main	 	 	 	 			
d001.s006.t000	scorers	scorer	N	گولرز	گولرز	bn:00069759n	FALSE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	18-20	18-20	 	 	 	 			
wf	at	at	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s006.t001	end	end	N	اختتام	اختتام	bn:00030720n	TRUE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s006.t002	first period	first_period	N	پہلے	پہلا	bn:00034792n	TRUE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	second	second	 	 	 	 			
d001.s007.t000	quarter	quarter	N	ماہی	ماہی	bn:00065577n	FALSE		
wf	was	be	 	 	 	 			
wf	more	more	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	same	same	 	 	 	 			
wf	","	","	 	 	 	 			
wf	but	but	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Alavan	alavan	 	 	 	 			
d001.s007.t001	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	opted	opt	 	 	 	 			
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
wf	inside	inside	 	 	 	 			
d001.s007.t002	game	game	N	کھیل	کھیل	bn:00037181n	TRUE		
wf	of	of	 	 	 	 			
wf	Barac	barac	 	 	 	 			
wf	and	and	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s007.t003	work	work	N	کام	کام	bn:00081568n	TRUE		
wf	of	of	 	 	 	 			
wf	Eliyahu	eliyahu	 	 	 	 			
wf	","	","	 	 	 	 			
wf	who	who	 	 	 	 			
wf	was	be	 	 	 	 			
wf	greeted	greet	 	 	 	 			
wf	with	with	 	 	 	 			
d001.s007.t004	whistles	whistle	N	whistles	whistles	bn:00081042n	FALSE		
wf	and	and	 	 	 	 			
d001.s007.t005	applause	applause	N	استقبال	استقبال	bn:00005053n	FALSE		
wf	at	at	 	 	 	 			
wf	his	he	 	 	 	 			
d001.s007.t006	return	return	N	واپس	واپس	bn:00044531n	TRUE		
d001.s007.t007	home	home	N	گھر	گھر	bn:00044488n	TRUE		
wf	","	","	 	 	 	 			
wf	to	to	 	 	 	 			
wf	continue	continue	 	 	 	 			
wf	increasing	increase	 	 	 	 			
wf	their	they	 	 	 	 			
d001.s007.t008	lead	lead	N	قیادت	قیادت	bn:00050340n	TRUE		
wf	by	by	 	 	 	 			
wf	half-time	half-time	 	 	 	 			
wf	(	(	 	 	 	 			
wf	34-43	34-43	 	 	 	 			
wf	)	)	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Teletovic	teletovic	 	 	 	 			
wf	had	have	 	 	 	 			
wf	already	already	 	 	 	 			
wf	begun	begin	 	 	 	 			
wf	to	to	 	 	 	 			
wf	stand	stand	 	 	 	 			
wf	out	out	 	 	 	 			
wf	as	as	 	 	 	 			
wf	the	the	 	 	 	 			
wf	best	best	 	 	 	 			
wf	on	on	 	 	 	 			
wf	his	he	 	 	 	 			
d001.s008.t000	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	with	with	 	 	 	 			
wf	13	13	 	 	 	 			
d001.s008.t001	points	point	N	پوائنٹس	پوائنٹس	bn:00063218n	FALSE		
wf	","	","	 	 	 	 			
wf	even	even	 	 	 	 			
wf	though	though	 	 	 	 			
wf	Splitter	splitter	 	 	 	 			
wf	's	's	 	 	 	 			
wf	``	``	 	 	 	 			
wf	six	six	 	 	 	 			
wf	fewer	fewer	 	 	 	 			
wf	''	''	 	 	 	 			
d001.s008.t002	points	point	N	پوائنٹس	پوائنٹس	bn:00063218n	FALSE		
wf	already	already	 	 	 	 			
wf	signaled	signal	 	 	 	 			
wf	that	that	 	 	 	 			
wf	it	it	 	 	 	 			
wf	was	be	 	 	 	 			
wf	n't	n't	 	 	 	 			
wf	going	go	 	 	 	 			
wf	to	to	 	 	 	 			
wf	be	be	 	 	 	 			
wf	the	the	 	 	 	 			
wf	best	best	 	 	 	 			
d001.s008.t003	night	night	N	رات	رات	bn:00025236n	TRUE		
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Brazilian	brazilian	 	 	 	 			
wf	.	.	 	 	 	 			
wf	But	but	 	 	 	 			
wf	the	the	 	 	 	 			
wf	","	","	 	 	 	 			
wf	despite	despite	 	 	 	 			
wf	being	be	 	 	 	 			
wf	headed	head	 	 	 	 			
wf	for	for	 	 	 	 			
d001.s009.t001	halftime	halftime	N	حصے	حصہ	bn:00042647n	FALSE		
wf	","	","	 	 	 	 			
wf	was	be	 	 	 	 			
wf	not	not	 	 	 	 			
wf	more	more	 	 	 	 			
wf	decidedand	decidedand	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Maccabees	maccabee	 	 	 	 			
wf	tried	try	 	 	 	 			
wf	to	to	 	 	 	 			
wf	remind	remind	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Vitorians	vitorian	 	 	 	 			
wf	that	that	 	 	 	 			
wf	not	not	 	 	 	 			
wf	just	just	 	 	 	 			
wf	anybody	anybody	 	 	 	 			
wf	wins	win	 	 	 	 			
wf	on	on	 	 	 	 			
wf	their	they	 	 	 	 			
wf	court	court	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	with	with	 	 	 	 			
wf	the	the	 	 	 	 			
wf	`	`	 	 	 	 			
d001.s009.t002	hand	hand	N	ہاتھ	ہاتھ	bn:00042759n	TRUE		
wf	of	of	 	 	 	 			
wf	Elias	elia	 	 	 	 			
wf	'	'	 	 	 	 			
wf	putting	put	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s009.t003	pressure	pressure	N	دباؤ	دباؤ	bn:00064262n	TRUE		
wf	on	on	 	 	 	 			
wf	","	","	 	 	 	 			
wf	they	they	 	 	 	 			
wf	managed	manage	 	 	 	 			
wf	to	to	 	 	 	 			
wf	get	get	 	 	 	 			
wf	involved	involve	 	 	 	 			
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s009.t004	game	game	N	کھیل	کھیل	bn:00037181n	TRUE		
wf	.	.	 	 	 	 			
wf	Eidson	eidson	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Pnini	pninus	 	 	 	 			
wf	played	play	 	 	 	 			
wf	a	a	 	 	 	 			
wf	decisive	decisive	 	 	 	 			
d001.s010.t000	role	role	N	کردار	کردار	bn:00036823n	TRUE		
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
wf	``	``	 	 	 	 			
wf	yellows	yellow	 	 	 	 			
wf	'	'	 	 	 	 			
wf	''	''	 	 	 	 			
d001.s010.t001	return	return	N	واپسی	واپسی	bn:00066863n	TRUE		
wf	to	to	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s010.t002	light	light	N	روشنی	روشنی	bn:00051117n	TRUE		
wf	.	.	 	 	 	 			
wf	More	more	 	 	 	 			
d001.s011.t000	disadvantages	disadvantage	N	نقصانات	نقصان	bn:00027415n	TRUE		
wf	Ivanovic	ivanovic	 	 	 	 			
wf	's	's	 	 	 	 			
d001.s012.t000	players	player	N	کھلاڑیوں	کھلاڑی	bn:00060799n	TRUE		
wf	","	","	 	 	 	 			
wf	injured	injured	 	 	 	 			
wf	but	but	 	 	 	 			
wf	far	far	 	 	 	 			
wf	from	from	 	 	 	 			
wf	dead	dead	 	 	 	 			
wf	","	","	 	 	 	 			
wf	needed	need	 	 	 	 			
wf	to	to	 	 	 	 			
wf	run	run	 	 	 	 			
wf	a	a	 	 	 	 			
wf	of	of	 	 	 	 			
d001.s012.t002	plays	play	N	کھیل	کھیل	bn:00062929n	TRUE		
wf	correctly	correctly	 	 	 	 			
wf	before	before	 	 	 	 			
wf	they	they	 	 	 	 			
wf	could	could	 	 	 	 			
wf	breathe	breathe	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	that	that	 	 	 	 			
wf	's	'	 	 	 	 			
